,population,income,house_value,rent,tract,unemployment,poverty,tract_str,tract_str_last6,2014_med,2015_med,2016_med,2017_med,2018_med,2019_med,2020_med,2021_med,2014_rec,2015_rec,2016_rec,2017_rec,2018_rec,2019_rec,2020_rec,2021_rec,total
714,3134,29067,267200,875,2200,0.04,0.13,8041002200,002200,,0.0,9.0,23.0,35.0,47.0,59.0,71.0,,,,,,,,,0.0
715,1994,25609,249200,920,2300,0.12,0.25,8041002300,002300,9.0,47.0,98.0,173.0,271.0,369.0,477.0,556.0,0.0,2.0,,,,,,,558.0
716,2819,29485,231300,1171,2401,0.01,0.1,8041002401,002401,,,,,,,,,,,,,,,,,0.0
717,2862,44792,351300,1413,2402,0.04,0.05,8041002402,002402,0.0,24.0,51.0,78.0,98.0,122.0,146.0,164.0,,,,,,,,,0.0
718,3660,62762,547700,1694,2501,0.03,0.03,8041002501,002501,,,,,,,,,,,,,,,,,0.0
719,4133,31421,363800,1237,2502,0.06,0.12,8041002502,002502,,,,,,,,,,,,,,,,,0.0
720,3339,30987,257900,894,2700,0.08,0.24,8041002700,002700,0.0,28.0,52.0,76.0,100.0,118.0,135.0,151.0,0.0,24.0,48.0,72.0,96.0,114.0,131.0,147.0,298.0
721,3112,21758,188000,1155,2801,0.22,0.14,8041002801,002801,0.0,15.0,39.0,75.0,109.0,134.0,159.0,191.0,0.0,15.0,39.0,63.0,85.0,98.0,111.0,132.0,323.0
722,3818,33410,288200,1110,2802,0.09,0.14,8041002802,002802,0.0,36.0,84.0,144.0,208.0,280.0,340.0,397.0,0.0,12.0,48.0,84.0,120.0,156.0,184.0,214.0,611.0
723,4543,29538,206200,1077,2901,0.11,0.15,8041002901,002901,0.0,64.0,151.0,243.0,333.0,422.0,488.0,536.0,0.0,50.0,113.0,185.0,257.0,329.0,392.0,440.0,976.0
724,1677,22344,186700,1044,2902,0.11,0.24,8041002902,002902,0.0,16.0,28.0,40.0,52.0,64.0,76.0,98.0,,,,,,,,,0.0
725,1506,46609,271800,1188,3001,0.0,0.21,8041003001,003001,0.0,12.0,31.0,79.0,105.0,129.0,153.0,172.0,,,,,,,,,0.0
726,2391,27460,271400,1146,3002,0.1,0.24,8041003002,003002,0.0,14.0,41.0,89.0,133.0,164.0,176.0,196.0,0.0,14.0,41.0,89.0,133.0,175.0,214.0,270.0,466.0
727,4501,59550,655100,2185,3100,0.06,0.02,8041003100,003100,,,,,,,,,,,,,,,,,0.0
728,5328,31800,225700,970,3303,0.03,0.06,8041003303,003303,,,,,,,,,,,,,,,,,0.0
729,7999,48750,569500,1745,3305,0.01,0.03,8041003305,003305,,,,,,,,,,,,,,,,,0.0
730,3808,56858,490700,2202,3306,0.06,0.03,8041003306,003306,,,,,,,,,,,,,,,,,0.0
731,3413,39348,259500,1429,3307,0.04,0.13,8041003307,003307,,,,,,,,,,,,,,,,,0.0
732,5467,34101,317100,1407,3308,0.1,0.11,8041003308,003308,,,,,,,,,,,,,,,,,0.0
733,2479,40144,397100,1215,3401,0.12,0.04,8041003401,003401,1.0,25.0,49.0,73.0,97.0,121.0,143.0,154.0,,,,,,,,,0.0
734,1277,52483,608100,1102,3402,0.03,0.01,8041003402,003402,0.0,12.0,24.0,36.0,41.0,,,,,,,,,,8.0,,49.0
735,4690,55874,477100,2234,3702,0.03,0.02,8041003702,003702,,,,,,,,,,,,,,,,,0.0
736,6657,50386,513600,1429,3705,0.03,0.05,8041003705,003705,,,,,,,,,,,,,,,,,0.0
737,5027,35861,376400,1452,3706,0.1,0.14,8041003706,003706,0.0,12.0,36.0,60.0,84.0,98.0,107.0,109.0,,,,,,,,,0.0
738,2908,53818,427700,1129,3707,0.05,0.06,8041003707,003707,,,,,,,,,,,,,,,,,0.0
739,3064,59502,390100,1632,3708,0.06,0.05,8041003708,003708,0.0,8.0,11.0,23.0,35.0,56.0,90.0,113.0,,,,,,,,,0.0
740,2813,46549,343300,1375,3710,0.01,0.02,8041003710,003710,,,,,,,,,,,,,,,,,0.0
741,3134,31268,472100,1452,3711,0.08,0.15,8041003711,003711,,,,,,,,,,,,,,,,,0.0
742,5107,38450,368700,832,3712,0.03,0.05,8041003712,003712,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,,,,,,,,,0.0
743,5221,48244,424800,1739,3713,0.05,0.05,8041003713,003713,,,,,,,,,,,,,,,,,0.0
744,2390,36447,-666666666,1779,3801,0.16,0.18,8041003801,003801,0.0,24.0,48.0,72.0,90.0,94.0,101.0,109.0,0.0,12.0,24.0,36.0,48.0,52.0,59.0,67.0,176.0
745,3780,13531,-666666666,-666666666,3802,0.0,0.0,8041003802,003802,,,,,,,,,,,,,,,,,0.0
746,4419,37865,387400,1689,3905,0.06,0.12,8041003905,003905,,,,,,,,,,,,,,,,,0.0
747,6136,43192,365500,1486,3906,0.07,0.06,8041003906,003906,,0.0,12.0,24.0,36.0,48.0,69.0,83.0,,,,,,,,,0.0
748,2305,31029,273900,-666666666,3910,0.06,0.07,8041003910,003910,,,,,,,,,,,,,,,,,0.0
749,3779,38876,415200,1332,3911,0.08,0.05,8041003911,003911,,,,,,,,,,,,,,,,,0.0
750,8133,49951,350000,2213,3912,0.07,0.03,8041003912,003912,,,,,,,,,,,,,,,,,0.0
751,2221,31806,541500,-666666666,3913,0.01,0.0,8041003913,003913,,,,,,,,,,,,,,,,,0.0
752,6429,66885,463800,-666666666,3914,0.05,0.02,8041003914,003914,,,,,,,,,,,,,,,,,0.0
753,2761,38969,-666666666,1845,4008,0.08,0.01,8041004008,004008,,,,,,,,,,,,,,,,,0.0
754,1635,29309,226100,1097,4009,0.09,0.18,8041004009,004009,,,3.0,15.0,27.0,39.0,56.0,68.0,,,,,,,,,0.0
755,5175,35158,221400,1343,4100,0.05,0.22,8041004100,004100,,,,,,,,,,,,,,,,,0.0
756,4085,38871,240400,1088,4200,0.04,0.07,8041004200,004200,,,,,,,,,,,,,,,,,0.0
757,6818,34083,265100,1332,4300,0.07,0.02,8041004300,004300,,,,,,,,,,,,,,,,,0.0
758,6159,28438,-666666666,2086,4402,0.0,0.0,8041004402,004402,,,,,,,,,,,,,,,,,0.0
759,1426,34625,-666666666,1779,4403,0.02,0.05,8041004403,004403,,0.0,15.0,39.0,63.0,87.0,111.0,135.0,,0.0,15.0,39.0,63.0,87.0,111.0,135.0,270.0
760,3448,61443,-666666666,1804,4404,0.1,0.04,8041004404,004404,,,,,,,,,,,,,,,,,0.0
761,3127,39424,-666666666,1706,4405,0.03,0.1,8041004405,004405,,,,,,,,,,,,,,,,,0.0
762,3263,35267,-666666666,1717,4406,0.03,0.14,8041004406,004406,,,,,,,,,,,,,,,,,0.0
763,5088,29657,158700,1265,4501,0.09,0.16,8041004501,004501,0.0,12.0,39.0,75.0,111.0,143.0,174.0,209.0,,,,,,,,,0.0
764,6600,41132,305600,1616,4502,0.06,0.11,8041004502,004502,,,,,,,,,,,,,,,,,0.0
765,5804,32440,265300,1384,4506,0.13,0.09,8041004506,004506,0.0,0.0,12.0,24.0,36.0,43.0,47.0,59.0,0.0,0.0,12.0,24.0,36.0,43.0,47.0,59.0,118.0
766,3183,31969,241700,1630,4507,0.17,0.19,8041004507,004507,,,,,,,,,,,,,,,,,0.0
767,2778,42727,274100,1375,4512,0.0,0.05,8041004512,004512,,,,,,,,,,,,,,,,,0.0
768,4045,25565,213400,888,4513,0.1,0.15,8041004513,004513,,,,,,,,,,,,,,,,,0.0
769,6122,37442,294000,1758,4514,0.06,0.06,8041004514,004514,,,,,,,,,,,,,,,,,0.0
770,7399,50884,369900,1903,4515,0.05,0.03,8041004515,004515,,,,,,,,,,,,,,,,,0.0
771,3016,36044,351100,891,4516,0.04,0.07,8041004516,004516,,,,,,,,,,,,,,,,,0.0
772,4964,45724,252900,1698,4517,0.08,0.08,8041004517,004517,,,,,,,,,,,,,,,,,0.0
773,6254,42077,295600,1633,4518,0.04,0.06,8041004518,004518,,,,,,,,,,,,,,,,,0.0
774,6586,32272,290000,1755,4519,0.17,0.15,8041004519,004519,,,,,,,,,,,,,,,,,0.0
775,2104,32310,275600,-666666666,4520,0.11,0.0,8041004520,004520,,,,,,,,,,,,,,,,,0.0
776,4148,30874,308100,1168,4601,0.04,0.06,8041004601,004601,0.0,26.0,44.0,68.0,92.0,116.0,140.0,162.0,0.0,24.0,42.0,66.0,90.0,114.0,141.0,175.0,337.0
777,4909,29324,202600,982,4602,0.04,0.1,8041004602,004602,,,,,,,,,,,,,,,,,0.0
778,8730,42944,298600,1725,4603,0.03,0.14,8041004603,004603,,,,,,,,,,,,,,,,,0.0
779,4993,34484,299400,1405,4701,0.08,0.12,8041004701,004701,,0.0,12.0,24.0,36.0,48.0,60.0,67.0,,,,,,,,,0.0
780,2092,40084,301600,1432,4702,0.05,0.04,8041004702,004702,,,,,,,,,,,,,,,,,0.0
781,5643,41335,293200,1458,4703,0.05,0.04,8041004703,004703,,,,,,,,,,,,,,,,,0.0
782,5896,46563,337500,1773,4706,0.04,0.06,8041004706,004706,,,,,,,,,,,,,,,,,0.0
783,4115,40231,281800,1606,4707,0.07,0.06,8041004707,004707,,,,,,,,,,,,,,,,,0.0
784,4807,39313,323600,1683,4708,0.06,0.07,8041004708,004708,,,,,,,,,,,,,,,,,0.0
785,4830,32868,291300,1481,4800,0.07,0.19,8041004800,004800,0.0,16.0,28.0,33.0,37.0,61.0,85.0,111.0,,,,,,,,,0.0
786,3747,33133,278500,1141,4901,0.04,0.07,8041004901,004901,0.0,4.0,,,16.0,28.0,45.0,64.0,,,,,,,,,0.0
787,5226,55801,438900,1649,4902,0.02,0.05,8041004902,004902,,,,,,,,,,,,,,,,,0.0
788,5501,30976,229900,1104,5000,0.04,0.15,8041005000,005000,,,,,,,,,,,,,,,,,0.0
789,4166,34115,237700,1211,5110,0.07,0.09,8041005110,005110,,,,,,,,,,,,,,,,,0.0
790,3650,34788,275300,1582,5112,0.06,0.05,8041005112,005112,,,,,,,,,,,,,,,,,0.0
791,3695,57825,335500,1954,5113,0.03,0.02,8041005113,005113,,,,,,,,,,,,,,,,,0.0
792,1475,32292,110900,-666666666,5114,0.03,0.1,8041005114,005114,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,,,,,,,,,0.0
793,7592,39871,316600,1751,5115,0.08,0.04,8041005115,005115,,,,,,,,,,,,,,,,,0.0
794,4160,39021,314800,1891,5116,0.03,0.09,8041005116,005116,,,,,,,,,,,,,,,,,0.0
795,3967,39688,324200,2021,5117,0.05,0.09,8041005117,005117,,,,,,,,,,,,,,,,,0.0
796,4858,42361,293700,1534,5118,0.02,0.01,8041005118,005118,,,,,,,,,,,,,,,,,0.0
797,5344,47996,328000,1783,5119,0.04,0.04,8041005119,005119,,,,,,,,,,,,,,,,,0.0
798,5954,49366,318600,1751,5120,0.03,0.02,8041005120,005120,,,,,,,,,,,,,,,,,0.0
799,5094,44014,334900,1803,5121,0.09,0.01,8041005121,005121,,,,,,,,,,,,,,,,,0.0
800,9303,56611,393400,2596,5122,0.03,0.03,8041005122,005122,,,,,,,,,,,,,,,,,0.0
801,3289,35691,298200,1934,5123,0.08,0.09,8041005123,005123,,,,,,,,,,,,,,,,,0.0
802,3949,43558,328900,1862,5124,0.04,0.1,8041005124,005124,,,,,,,,,,,,,,,,,0.0
803,5547,44829,426400,2534,5125,0.01,0.03,8041005125,005125,,,,,,,,,,,,,,,,,0.0
804,4251,25578,238800,958,5201,0.08,0.2,8041005201,005201,,0.0,3.0,15.0,27.0,39.0,51.0,63.0,,,,,,,,,0.0
805,3287,38676,175100,1230,5202,0.05,0.19,8041005202,005202,,,3.0,15.0,27.0,39.0,51.0,63.0,,,,,,,,,0.0
806,4854,30303,230100,1023,5300,0.08,0.12,8041005300,005300,,9.0,21.0,26.0,34.0,46.0,58.0,62.0,,9.0,21.0,26.0,,,,,88.0
807,6024,25417,184100,1016,5400,0.07,0.21,8041005400,005400,,,,,,11.0,26.0,44.0,,,,,,,,,0.0
808,6730,41126,308400,1403,5501,0.04,0.06,8041005501,005501,,,,,4.0,10.0,22.0,34.0,,,,,,,,,0.0
809,5046,23474,238000,1109,5502,0.09,0.22,8041005502,005502,0.0,12.0,36.0,57.0,69.0,81.0,93.0,100.0,,,,,,,,,0.0
810,3443,34577,291200,1215,5601,0.08,0.09,8041005601,005601,,,,,,,,,,,,,,,,,0.0
811,3106,41497,259800,1423,5602,0.05,0.05,8041005602,005602,,,,,,,,,,,,,,,,,0.0
812,6420,35888,255700,959,5700,0.1,0.07,8041005700,005700,,,,,,,,,,,,,,,,,0.0
813,3138,37048,274400,1386,5800,0.08,0.07,8041005800,005800,,,,,,,,,,,,,,,,,0.0
814,7430,33217,295300,1354,5900,0.04,0.11,8041005900,005900,0.0,24.0,45.0,57.0,69.0,93.0,105.0,123.0,,,,,,,,,0.0
815,7258,22492,254000,1036,6000,0.07,0.26,8041006000,006000,0.0,36.0,105.0,165.0,219.0,267.0,321.0,362.0,,,,,,,,,0.0
816,4706,23232,149300,1104,6100,0.08,0.31,8041006100,006100,0.0,12.0,24.0,36.0,40.0,,,,,,,,,,,,0.0
817,5111,30763,170700,1258,6200,0.09,0.22,8041006200,006200,0.0,0.0,12.0,24.0,36.0,43.0,51.0,72.0,,,,,,,,,0.0
818,5372,30586,230500,1491,6301,0.09,0.17,8041006301,006301,0.0,12.0,16.0,31.0,55.0,72.0,,72.0,,,,,,,,,0.0
819,6637,28265,243600,1282,6302,0.08,0.26,8041006302,006302,,,,,,,,,,,,,,,,,0.0
820,7357,21866,203100,1209,6400,0.13,0.33,8041006400,006400,11.0,23.0,31.0,39.0,55.0,67.0,79.0,91.0,,,,,,,,,0.0
821,3569,31034,180300,1153,6501,0.09,0.12,8041006501,006501,0.0,12.0,24.0,33.0,41.0,53.0,65.0,73.0,,,,,8.0,20.0,32.0,40.0,113.0
822,7730,31297,225800,1618,6502,0.08,0.18,8041006502,006502,,,,,,,,,,,,,,,,,0.0
823,2397,36835,343000,1231,6600,0.03,0.09,8041006600,006600,,0.0,12.0,24.0,36.0,48.0,60.0,71.0,,,,,,,,,0.0
824,2677,36471,413800,1046,6701,0.14,0.1,8041006701,006701,,,9.0,,,,,,,,,,,,,,0.0
825,2661,53398,457400,858,6702,0.07,0.1,8041006702,006702,0.0,36.0,84.0,129.0,165.0,197.0,221.0,245.0,0.0,12.0,36.0,60.0,84.0,108.0,132.0,156.0,401.0
826,4222,43239,290000,1385,6801,0.03,0.09,8041006801,006801,,,,,,,,,,,,,,,,,0.0
827,3991,44204,318800,1786,6802,0.06,0.07,8041006802,006802,,,,,,,,,,,,,,,,,0.0
828,4887,53194,348900,2014,6901,0.04,0.02,8041006901,006901,,,,,,,,,,,,,,,,,0.0
829,5662,39451,345300,1806,6902,0.04,0.09,8041006902,006902,,,,,,,,,,,,,,,,,0.0
830,4696,51588,453700,1450,7000,0.07,0.01,8041007000,007000,,,,,,,,,,,,,,,,,0.0
831,5056,55057,385600,2222,7103,0.06,0.03,8041007103,007103,,,,,,,,,,,,,,,,,0.0
832,4462,48125,584400,1993,7104,0.01,0.0,8041007104,007104,,,,,,,,,,,,,,,,,0.0
833,6420,64122,478100,1691,7105,0.05,0.03,8041007105,007105,,,,,,,,,,,,,,,,,0.0
834,7187,77727,485900,2569,7106,0.05,0.01,8041007106,007106,,,,,,,,,,,,,,,,,0.0
835,4438,51364,436000,1938,7203,0.03,0.05,8041007203,007203,,,,,,,,,,,,,,,,,0.0
836,5462,59461,459400,1719,7204,0.02,0.04,8041007204,007204,,,,,,,,,,,,,,,,,0.0
837,4707,57439,482200,1742,7205,0.03,0.04,8041007205,007205,,,,,,,,,,,,,,,,,0.0
838,6379,75372,607700,1787,7206,0.05,0.03,8041007206,007206,,,,,,,,,,,,,,,,,0.0
839,6812,62963,482600,1910,7301,0.08,0.03,8041007301,007301,,,,,,,,,,,,,,,,,0.0
840,6773,54720,581100,1868,7302,0.06,0.02,8041007302,007302,,,,,,,,,,,,,,,,,0.0
841,6533,57321,561700,1823,7401,0.04,0.03,8041007401,007401,,,,,,,,,,,,,,,,,0.0
842,2695,68140,760400,-666666666,7402,0.16,0.01,8041007402,007402,,,,,,,,,,,,,,,,,0.0
843,942,41875,497200,-666666666,7501,0.02,0.02,8041007501,007501,,,,,,,,,,,,,,,,,0.0
844,8772,59491,604300,-666666666,7502,0.03,0.02,8041007502,007502,,,,,,,,,,,,,,,,,0.0
845,3332,52396,606500,-666666666,7602,0.06,0.02,8041007602,007602,,,,,,,,,,,,,,,,,0.0
846,8360,51595,387400,1430,7603,0.05,0.03,8041007603,007603,,,,,,,,,,,,,,,,,0.0
847,3418,52725,453000,-666666666,7604,0.07,0.01,8041007604,007604,,,,,,,,,,,,,,,,,0.0
848,6270,40732,355500,1179,7700,0.01,0.06,8041007700,007700,0.0,28.0,55.0,94.0,130.0,150.0,171.0,187.0,,,,,,,,,0.0
849,1774,35755,374200,1296,7801,0.14,0.09,8041007801,007801,,,,,,,,,0.0,12.0,24.0,36.0,48.0,60.0,72.0,79.0,0.0
850,3757,26519,374400,1837,7802,0.1,0.02,8041007802,007802,,,,,,,,,,,,,,,,,0.0
851,2849,50679,481800,1612,7900,0.04,0.05,8041007900,007900,,,,,,,,,0.0,24.0,48.0,72.0,96.0,116.0,131.0,144.0,0.0
852,4394,34932,268100,1073,8000,0.06,0.1,8041008000,008000,,,,,,8.0,20.0,29.0,,,,,,,,,0.0
853,3756,34234,236300,1169,978100,0.05,0.06,8043978100,978100,0.0,12.0,24.0,36.0,48.0,60.0,71.0,,,,,,,,,,0.0
854,3650,28060,162600,647,978200,0.04,0.12,8043978200,978200,,,,,,,,,,,,,,,,,0.0
855,5720,32283,229300,1017,978300,0.05,0.1,8043978300,978300,0.0,24.0,46.0,79.0,103.0,117.0,129.0,141.0,,,,,,,,,0.0
856,2671,26404,213000,755,978400,0.04,0.12,8043978400,978400,,,,,,,,,,,,,,,,,0.0
857,5560,30804,187200,1031,978500,0.04,0.15,8043978500,978500,,,,,,,,,,,,,,,,,0.0
858,3852,24453,178000,784,978600,0.04,0.23,8043978600,978600,0.0,,,,,,,,,,,,,,,,0.0
859,2415,27644,207400,828,978800,0.07,0.16,8043978800,978800,,,,,,,,,,,,,,,,,0.0
860,2416,29665,302400,1019,979001,0.03,0.19,8043979001,979001,,,,,,,,,,,,,,,,,0.0
861,1454,21332,191600,1340,979002,0.02,0.11,8043979002,979002,,,,,,,,,,,,,,,,,0.0
862,3464,30109,228600,954,979100,0.05,0.16,8043979100,979100,0.0,12.0,24.0,36.0,48.0,60.0,72.0,82.0,,,,,,,,,0.0
863,1764,38621,376800,-666666666,979200,0.09,0.12,8043979200,979200,,,,,,,,,,,,,,,,,0.0
864,3229,26793,170400,859,979400,0.04,0.12,8043979400,979400,,,,,,,,,,,,,,,,,0.0
865,211,-666666666,-666666666,-666666666,980100,,0.0,8043980100,980100,0.0,40.0,133.0,241.0,338.0,441.0,514.0,588.0,0.0,24.0,104.0,212.0,309.0,413.0,498.0,584.0,1172.0
866,3040,13456,-666666666,-666666666,980200,,0.0,8043980200,980200,,,,,,,,,,,,,,,,,0.0
867,5805,-666666666,-666666666,-666666666,980300,,0.0,8043980300,980300,,,,,,,,,,,,,,,,,0.0
868,4190,41011,464500,1359,951600,0.06,0.07,8045951600,951600,0.0,12.0,24.0,36.0,39.0,,,,0.0,12.0,28.0,52.0,75.0,99.0,127.0,143.0,182.0
869,4706,37624,535100,1435,951701,0.04,0.05,8045951701,951701,,,,,,,,,,,,3.0,15.0,27.0,39.0,51.0,0.0
870,3070,35954,423300,1097,951702,0.05,0.11,8045951702,951702,0.0,24.0,48.0,72.0,96.0,120.0,145.0,167.0,0.0,24.0,48.0,75.0,99.0,123.0,151.0,191.0,358.0
871,4405,44709,739400,1980,951802,0.05,0.06,8045951802,951802,,,,,,,,,,,,,,,,,0.0
872,5802,35716,591400,1551,951803,0.04,0.1,8045951803,951803,0.0,0.0,6.0,30.0,43.0,63.0,75.0,79.0,8.0,36.0,61.0,80.0,126.0,169.0,206.0,241.0,320.0
873,4918,41313,718900,1528,951804,0.02,0.13,8045951804,951804,,,,,,,,,,,,,,,,,0.0
874,5741,39690,387200,1648,951901,0.02,0.04,8045951901,951901,,,,,,,,,0.0,24.0,48.0,72.0,96.0,116.0,131.0,150.0,0.0
875,6496,37058,378000,1337,951902,0.03,0.05,8045951902,951902,,,,,,,,,,,,,,,,,0.0
876,5660,37702,184800,1138,952001,0.05,0.11,8045952001,952001,,,,,,,,,,,,,,,,,0.0
877,2376,43197,369400,-666666666,952003,0.04,0.02,8045952003,952003,0.0,40.0,75.0,108.0,144.0,180.0,216.0,252.0,0.0,12.0,24.0,39.0,63.0,87.0,111.0,135.0,387.0
878,6617,33444,329600,896,952004,0.02,0.07,8045952004,952004,0.0,4.0,,,8.0,20.0,32.0,43.0,,,,,,,,,0.0
879,7240,31388,203700,864,952100,0.07,0.1,8045952100,952100,,,,,,,,,,0.0,63.0,141.0,213.0,298.0,360.0,418.0,0.0
880,1951,56799,398300,-666666666,13801,0.01,0.17,8047013801,013801,,,,,,,,,,,,,,,,,0.0
881,3861,56775,418500,1228,13802,0.03,0.03,8047013802,013802,0.0,38.0,77.0,128.0,164.0,188.0,203.0,208.0,0.0,52.0,117.0,204.0,284.0,355.0,421.0,490.0,698.0
882,3858,36193,319100,794,100,0.1,0.18,8049000100,000100,11.0,47.0,83.0,119.0,155.0,191.0,225.0,243.0,11.0,47.0,83.0,123.0,174.0,234.0,292.0,330.0,573.0
883,1587,25083,333100,1363,203,0.03,0.18,8049000203,000203,0.0,12.0,24.0,36.0,41.0,,,,0.0,24.0,51.0,87.0,115.0,127.0,142.0,166.0,207.0
884,1466,51016,479000,1136,204,0.09,0.11,8049000204,000204,,,,,,,,,0.0,4.0,,7.0,19.0,37.0,61.0,81.0,0.0
885,3500,36815,519500,973,205,0.03,0.08,8049000205,000205,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,0.0,12.0,27.0,51.0,75.0,99.0,123.0,141.0,225.0
886,2073,38616,485100,886,206,0.0,0.07,8049000206,000206,,,,,,,,,,,,,,,,,0.0
887,3145,40343,336400,1055,207,0.04,0.04,8049000207,000207,,,,,,,,,0.0,,,,,2.0,14.0,23.0,0.0
888,1962,46279,422500,876,963601,0.04,0.05,8051963601,963601,,,,,,,,,,,,,,,,,0.0
889,2669,32523,380900,955,963602,0.04,0.08,8051963602,963602,,,,,,,,,,,,,,,,,0.0
890,3092,31064,286200,1021,963701,0.03,0.16,8051963701,963701,,,,,,,,,,0.0,23.0,50.0,94.0,134.0,190.0,246.0,0.0
891,3522,15173,345000,1103,963702,0.07,0.26,8051963702,963702,,,,,,,,,,0.0,35.0,60.0,96.0,131.0,155.0,175.0,0.0
892,4570,43211,667100,1333,963800,0.03,0.05,8051963800,963800,0.0,14.0,26.0,31.0,,,,,0.0,26.0,74.0,106.0,140.0,177.0,225.0,259.0,290.0
893,1036,41447,441100,1659,963900,0.02,0.1,8051963900,963900,,,,,,,,,,,,,,,,,0.0
894,858,32344,338600,838,973100,0.04,0.09,8053973100,973100,,,,,,,,,,,,,,,,,0.0
895,3216,22048,106700,638,960600,0.1,0.24,8055960600,960600,,,,,8.0,14.0,26.0,38.0,,0.0,12.0,24.0,48.0,91.0,141.0,196.0,234.0
896,1620,34401,241500,-666666666,960901,0.0,0.15,8055960901,960901,,,,,,,,,,,,,,,,,0.0
897,1951,29868,313700,1148,960902,0.02,0.07,8055960902,960902,,,,,,,,,,,,,,,,,0.0
898,1375,25328,239100,681,955600,0.09,0.15,8057955600,955600,,,,,,,,,,,,,,,,,0.0
899,4151,55146,682500,1944,9806,0.04,0.03,8059009806,009806,,,,,,,,,,,,,,,,,0.0
900,1768,44482,475900,890,9807,0.05,0.06,8059009807,009807,,,,,,,,,,,,,,,,,0.0
901,5451,63990,521000,2000,9815,0.02,0.01,8059009815,009815,,,,,,,,,,,,,,,,,0.0
902,4707,51341,393000,2225,9823,0.05,0.05,8059009823,009823,,,,,,,,,,,,,,,,,0.0
903,4822,51389,370400,1797,9824,0.03,0.07,8059009824,009824,,,,,,,,,,,,,,,,,0.0
904,5997,43825,423600,1821,9827,0.03,0.03,8059009827,009827,,,,,,,,,,,,,,,,,0.0
905,5875,42007,398300,1879,9828,0.06,0.03,8059009828,009828,,,,,,,,,,,,,,,,,0.0
906,1974,60858,418100,2669,9829,0.01,0.05,8059009829,009829,,,,,,,,,,,,,,,,,0.0
907,2295,45475,282700,1614,9830,0.05,0.04,8059009830,009830,,,,,,,,,,,,,,,,,0.0
908,2486,36250,-666666666,1638,9831,0.06,0.11,8059009831,009831,,,,,,,,,,,,,,,,,0.0
909,2365,41671,365200,1426,9832,0.02,0.01,8059009832,009832,,,,,,,,,,,,,,,,,0.0
910,5958,44100,360100,1635,9833,0.02,0.12,8059009833,009833,,,,,,,,,,,,,,,,,0.0
911,4540,43956,318900,1244,9834,0.04,0.08,8059009834,009834,,,,,,,,,,,,,,,,,0.0
912,3678,54646,470100,2170,9835,0.03,0.02,8059009835,009835,,,,,,,,,,,,,,,,,0.0
913,4063,63156,544500,1571,9836,0.03,0.02,8059009836,009836,,,,,,,,,,,,,,,,,0.0
914,8024,68327,733900,2081,9837,0.01,0.02,8059009837,009837,,,,,,,,,,,,,,,,,0.0
915,5007,66135,566000,2806,9838,0.02,0.03,8059009838,009838,,,,,,,,,,,,,,,,,0.0
916,2407,45450,471900,2516,9839,0.04,0.04,8059009839,009839,,,,,,,,,,,,,,,,,0.0
917,3424,43442,424800,2202,9840,0.07,0.04,8059009840,009840,,,,,,,,,,,,,,,,,0.0
918,1950,49508,440600,1756,9841,0.03,0.03,8059009841,009841,,,,,,,,,,,,,,,,,0.0
919,3238,61154,653500,2019,9842,0.03,0.02,8059009842,009842,,,,,,,,,,,,,,,,,0.0
920,4546,77953,811300,2429,9845,0.06,0.03,8059009845,009845,,,,,,,,,,,,,,,,,0.0
921,4954,58403,686500,2306,9846,0.03,0.07,8059009846,009846,,,,,,,,,,,,,,,,,0.0
922,3516,67367,617100,1839,9847,0.01,0.02,8059009847,009847,,,,,,,,,,,,,,,,,0.0
923,2620,59167,962900,-666666666,9848,0.0,0.04,8059009848,009848,,,,,,,,,,,,,,,,,0.0
924,2471,76295,735100,1263,9850,0.02,0.04,8059009850,009850,,,,,,,,,,,,,,,,,0.0
925,4076,51786,581600,1889,9851,0.02,0.03,8059009851,009851,,,,,,,,,,,,,,,,,0.0
926,4740,52756,601500,2017,9852,0.03,0.04,8059009852,009852,,,,,,,,,,,,,,,,,0.0
927,2651,82857,498500,2036,9853,0.01,0.01,8059009853,009853,,,,,,,,,,,,,,,,,0.0
928,5448,59643,692600,1478,9854,0.03,0.06,8059009854,009854,,,,,,,,,,,,,,,,,0.0
929,3007,56295,696400,1403,9855,0.03,0.1,8059009855,009855,,,,,,,,,,,,,,,,,0.0
930,2641,28529,48800,1431,9856,0.05,0.12,8059009856,009856,,,,,,,,,,,,,,,,,0.0
931,2607,45357,527600,1472,9857,0.09,0.16,8059009857,009857,,,,,,,,,,,,,,,,,0.0
932,3353,59113,536900,-666666666,9858,0.09,0.04,8059009858,009858,,,,,,,,,,,,,,,,,0.0
933,2448,22708,647800,1353,9901,0.05,0.09,8059009901,009901,,,,,,,,,,,,,,,,,0.0
934,4986,32726,499700,1607,10001,0.01,0.08,8059010001,010001,,,,,,,,,,,,,,,,,0.0
935,5577,31577,362700,1811,10100,0.07,0.22,8059010100,010100,,,,,,,,,,,,,,,,,0.0
936,2509,58448,545800,2115,10205,0.0,0.03,8059010205,010205,,,,,,,,,,,,,,,,,0.0
937,3911,53444,427800,1793,10206,0.05,0.05,8059010206,010206,,,,,,,,,,,,,,,,,0.0
