,population,income,house_value,rent,tract,unemployment,poverty,tract_str,tract_str_last6,2014_med,2015_med,2016_med,2017_med,2018_med,2019_med,2020_med,2021_med,2014_rec,2015_rec,2016_rec,2017_rec,2018_rec,2019_rec,2020_rec,2021_rec,total
73,7147,26409,66000,1459,9316,0.05,0.15,8001009316,009316,,,6.0,33.0,50.0,63.0,75.0,83.0,,,3.0,18.0,23.0,41.0,65.0,80.0,163.0
74,6662,26495,139700,1204,9318,0.06,0.24,8001009318,009318,,,,,,,,,,,,,,,,,0.0
75,2814,26836,218300,1173,9319,0.13,0.36,8001009319,009319,,,,,,,,,,,,1.0,13.0,25.0,33.0,36.0,0.0
76,3002,33024,157700,1399,9320,0.05,0.2,8001009320,009320,,0.0,6.0,18.0,30.0,42.0,64.0,81.0,,,3.0,15.0,27.0,39.0,61.0,78.0,159.0
77,4545,27478,-666666666,1423,9321,0.01,0.13,8001009321,009321,,,,,,,,,,,,,,,,,0.0
78,5111,28356,119500,1458,9322,0.05,0.1,8001009322,009322,,,,,,,,,,,,,,,,,0.0
79,3782,35192,366600,1392,9323,0.04,0.15,8001009323,009323,0.0,1.0,4.0,16.0,28.0,40.0,52.0,72.0,0.0,1.0,4.0,16.0,32.0,54.0,78.0,110.0,182.0
80,5410,44398,441600,1625,9325,0.02,0.1,8001009325,009325,,,,,,,,,,,,,,,,,0.0
81,2968,50368,476400,1804,9326,0.04,0.05,8001009326,009326,,,,,,,,,,,,,,,,,0.0
82,4681,44122,385900,1035,9327,0.01,0.03,8001009327,009327,,,,,,,,,,,,,,,,,0.0
83,5017,36212,351600,1676,9401,0.04,0.08,8001009401,009401,,,,,,,,,,,,,,,,,0.0
84,5057,38458,336600,1736,9406,0.03,0.07,8001009406,009406,,,,,,,,,,,,,,,,,0.0
85,5099,36198,375400,1618,9407,0.04,0.07,8001009407,009407,,,,,,,,,,,,,,,,,0.0
86,4922,54418,477700,2277,9408,0.02,0.01,8001009408,009408,,,,,,,,,,,,,,,,,0.0
87,5546,57087,537600,1841,9409,0.07,0.02,8001009409,009409,,,,,,,,,,,,,,,,,0.0
88,3236,56379,492800,1706,9410,0.04,0.01,8001009410,009410,,,,,,,,,,,,,,,,,0.0
89,3064,50081,418100,1907,9411,0.02,0.08,8001009411,009411,,,,,,,,,,,,,,,,,0.0
90,3089,33340,317000,1107,9501,0.13,0.11,8001009501,009501,,,,,,,,,,,,,,,,,0.0
91,4869,39767,382900,2099,9502,0.02,0.06,8001009502,009502,,,,,,,,,,,,,,,,,0.0
92,3576,38198,419500,1121,9553,0.04,0.1,8001009553,009553,,,,,,,,,,,,,,,,,0.0
93,6547,30493,299600,1361,9603,0.07,0.17,8001009603,009603,,,,,,,,,,,,,,,,,0.0
94,4400,35534,323000,1168,9604,0.09,0.17,8001009604,009604,,,,,,,,,,,,,,,,,0.0
95,2570,29601,320300,1311,9606,0.07,0.04,8001009606,009606,,,,,,,,,,0.0,12.0,24.0,36.0,48.0,60.0,71.0,0.0
96,4401,35205,375600,1139,9607,0.03,0.13,8001009607,009607,,,,,,,,,,,,,,,,,0.0
97,2910,51563,357200,1421,9608,0.08,0.03,8001009608,009608,,,,,,,,,,,,,,,,,0.0
98,3998,25056,-666666666,1394,9751,0.06,0.24,8001009751,009751,0.0,,,,,,,,0.0,,,,,8.0,20.0,32.0,32.0
99,3276,35444,386500,1477,9752,0.06,0.07,8001009752,009752,,,,,,,,,,,,,,,,,0.0
100,3113,23182,-666666666,1275,15000,0.11,0.2,8001015000,015000,,,3.0,,,,,,,0.0,15.0,27.0,39.0,51.0,63.0,70.0,73.0
101,2554,46731,757900,1704,60001,0.02,0.06,8001060001,060001,,,,,,,,,,,,,,,,,0.0
102,4008,54949,553400,2694,60002,0.02,0.03,8001060002,060002,,,,,,,,,,,,,,,,,0.0
103,7486,46972,439700,2217,60100,0.01,0.04,8001060100,060100,,,,,,,,,,,,,,,,,0.0
104,4525,46210,391700,1619,60200,0.02,0.06,8001060200,060200,,,,,,,,,,,,,,,,,0.0
105,3436,59368,528700,2141,61200,0.02,0.03,8001061200,061200,,,,,,,,,,,,,,,,,0.0
106,0,-666666666,-666666666,-666666666,988700,,,8001988700,988700,,,,,,,,,,,,,,,,,0.0
107,2044,27368,157700,775,960000,0.01,0.06,8003960000,960000,,,,,,,,,,,,,,,,,0.0
108,2668,30354,189800,1007,960100,0.04,0.07,8003960100,960100,0.0,24.0,48.0,72.0,96.0,120.0,144.0,165.0,,,,,,,,,0.0
109,2662,28493,174400,665,960201,0.06,0.16,8003960201,960201,,,,,,,,,,,,,,,,,0.0
110,4059,16502,201400,760,960202,0.1,0.19,8003960202,960202,,,,,,,,,,,,,,,,,0.0
111,4944,19889,115400,704,960300,0.04,0.2,8003960300,960300,,,,,,,,,,,,,,,,,0.0
112,1514,43450,250300,1319,4951,0.01,0.19,8005004951,004951,,,,,4.0,16.0,28.0,40.0,,,,,4.0,16.0,28.0,40.0,80.0
113,3091,43424,359700,1627,4952,0.03,0.11,8005004952,004952,13.0,41.0,74.0,103.0,127.0,151.0,178.0,210.0,13.0,37.0,79.0,135.0,195.0,255.0,315.0,358.0,568.0
114,2858,32922,287600,1541,5551,0.1,0.1,8005005551,005551,0.0,24.0,48.0,61.0,73.0,85.0,97.0,109.0,,,,,12.0,32.0,56.0,75.0,184.0
115,2622,26728,-666666666,849,5552,0.05,0.11,8005005552,005552,,,,,,,,,,,,,,8.0,20.0,32.0,0.0
116,4376,37527,362900,1414,5553,0.05,0.14,8005005553,005553,0.0,4.0,19.0,43.0,65.0,77.0,89.0,101.0,,0.0,15.0,42.0,64.0,88.0,112.0,138.0,239.0
117,5094,43885,510600,1644,5611,0.03,0.08,8005005611,005611,,,,,,,,,,,,,,,,,0.0
118,3510,41489,1050800,1347,5612,0.01,0.05,8005005612,005612,,,,,,,,,,,,,,,,,0.0
119,3170,44194,457100,2201,5614,0.04,0.04,8005005614,005614,,,,,,,,,,,,,,,,,0.0
120,5189,42188,462900,1476,5619,0.03,0.03,8005005619,005619,,,,,,,,,,,,,,,,,0.0
121,2802,44205,313900,1722,5620,0.05,0.09,8005005620,005620,,,,,,,,,,,,,,,,,0.0
122,2589,68702,685700,2145,5621,0.05,0.02,8005005621,005621,,,,,,,,,,,,,,,,,0.0
123,2905,65586,1077100,1702,5622,0.02,0.02,8005005622,005622,,,,,,,,,,,,,,,,,0.0
124,3723,55465,575300,2090,5623,0.07,0.03,8005005623,005623,,,,,,,,,,,,,,,,,0.0
125,2194,55556,516800,2000,5624,0.02,0.04,8005005624,005624,,,,,,,,,,,,,,,,,0.0
126,4117,54877,454400,1818,5625,0.02,0.09,8005005625,005625,,,,,,,,,,,,,,,,,0.0
127,3625,41467,434000,1746,5626,0.07,0.05,8005005626,005626,,,,,,,,,,,,,,,,,0.0
128,4610,50934,530200,2125,5627,0.03,0.06,8005005627,005627,,,,,,,,,,,,,,,,,0.0
129,5798,52298,432100,1673,5628,0.08,0.01,8005005628,005628,,,,,,,,,,,,,,,,,0.0
130,2617,69167,803700,3501,5629,0.03,0.06,8005005629,005629,,,,,,,,,,,,,,,,,0.0
131,5098,47429,519500,1737,5630,0.01,0.02,8005005630,005630,,,,,,,,,,,,,,,,,0.0
132,3232,51574,483600,1838,5631,0.06,0.02,8005005631,005631,,,,,,,,,,,,,,,,,0.0
133,2944,64984,482900,2432,5632,0.05,0.02,8005005632,005632,,,,,,,,,,,,,,,,,0.0
134,3909,61866,530400,1776,5633,0.02,0.01,8005005633,005633,,,,,,,,,,,,,,,,,0.0
135,2865,44279,383500,1484,5634,0.08,0.05,8005005634,005634,,,,,,,,,,,,,,,,,0.0
136,4665,60717,487300,2296,5635,0.02,0.02,8005005635,005635,,,,,,,,,,,,,,,,,0.0
137,1825,94063,1749100,-666666666,5636,0.03,0.02,8005005636,005636,,,,,,,,,,,,,,,,,0.0
138,1825,37469,447000,1160,5701,0.07,0.08,8005005701,005701,,,,,,,,,,,,,,,,,0.0
139,2589,38434,436400,1620,5702,0.02,0.08,8005005702,005702,,,,3.0,15.0,27.0,39.0,43.0,,,,3.0,15.0,35.0,49.0,53.0,96.0
140,2627,73942,546800,1941,5800,0.05,0.06,8005005800,005800,,,,,,,,,,,,,,,,,0.0
141,4234,38955,376700,968,5951,0.02,0.1,8005005951,005951,,,,,,,,,,,,,,,,,0.0
142,3903,47997,591100,1833,5952,0.01,0.08,8005005952,005952,,,,,,,,,,,,,,,,,0.0
143,2466,48528,348900,1112,6000,0.04,0.06,8005006000,006000,0.0,36.0,105.0,165.0,219.0,267.0,321.0,362.0,,,,,,,,,0.0
144,3364,41077,381300,1177,6100,0.06,0.19,8005006100,006100,0.0,12.0,24.0,36.0,40.0,,,,,,,,,,,,0.0
145,3518,49121,386400,1481,6200,0.06,0.1,8005006200,006200,0.0,0.0,12.0,24.0,36.0,43.0,51.0,72.0,,,,,,,,,0.0
146,2627,48774,413000,1354,6300,0.05,0.05,8005006300,006300,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,168.0
147,2984,38204,426600,1180,6400,0.04,0.07,8005006400,006400,11.0,23.0,31.0,39.0,55.0,67.0,79.0,91.0,,,,,,,,,0.0
148,2268,39245,638000,1405,6501,0.05,0.18,8005006501,006501,0.0,12.0,24.0,33.0,41.0,53.0,65.0,73.0,,,,,8.0,20.0,32.0,40.0,113.0
149,3174,40154,435000,1404,6502,0.03,0.13,8005006502,006502,,,,,,,,,,,,,,,,,0.0
150,5614,33631,375200,1180,6601,0.05,0.16,8005006601,006601,,,,,,,,,,,,,,,,,0.0
151,2672,36990,453100,390,6603,0.03,0.1,8005006603,006603,,,,,,,,,,,,,,,,,0.0
152,4356,33750,479700,1112,6604,0.02,0.06,8005006604,006604,0.0,12.0,29.0,44.0,68.0,92.0,105.0,117.0,,,,3.0,15.0,27.0,39.0,51.0,168.0
153,4491,85449,1831300,-666666666,6704,0.02,0.03,8005006704,006704,,,,,,,,,,,,,,,,,0.0
154,1935,131250,2000001,-666666666,6705,0.04,0.05,8005006705,006705,,,,,,,,,,,,,,,,,0.0
155,5779,61184,569300,1727,6706,0.04,0.03,8005006706,006706,,,,,,,,,,,,,,,,,0.0
156,4761,59657,438500,2036,6707,0.03,0.03,8005006707,006707,,,,,,,,,,,,,,,,,0.0
157,5019,53728,570700,1721,6708,0.07,0.03,8005006708,006708,,,,,,,,,,,,,,,,,0.0
158,5255,73202,500200,2155,6709,0.02,0.04,8005006709,006709,,,,,,,,,,,,,,,,,0.0
159,4211,65608,608500,1828,6711,0.04,0.02,8005006711,006711,,,,,,,,,,,,,,,,,0.0
160,1258,85694,1110000,3501,6712,0.03,0.03,8005006712,006712,,,,,,,,,,,,,,,,,0.0
161,1675,58211,-666666666,1745,6713,0.03,0.01,8005006713,006713,,,,,,,,,,,,,,,,,0.0
162,5444,65718,838700,2932,6808,0.02,0.01,8005006808,006808,,,,,,,,,,,,,,,,,0.0
163,4672,54527,628100,1659,6815,0.03,0.07,8005006815,006815,,,,,,,,,,,,,,,,,0.0
164,3029,47784,591700,1650,6854,0.03,0.07,8005006854,006854,,,,,,,,,,,,,,,,,0.0
165,2232,76544,1017500,1583,6857,0.08,0.01,8005006857,006857,,,,,,,,,,,,,,,,,0.0
166,3769,49185,-666666666,1766,6859,0.04,0.15,8005006859,006859,,,,,,,,,,,,,,,,,0.0
167,1429,51132,383300,1661,6860,0.09,0.19,8005006860,006860,,,,,,,,,,,,,,,,,0.0
168,4267,58795,697700,1837,6861,0.03,0.02,8005006861,006861,,,,,,,,,,,,,,,,,0.0
169,1591,82963,675700,2288,6862,0.03,0.01,8005006862,006862,,,,,,,,,,,,1.0,13.0,25.0,34.0,36.0,0.0
170,5783,38785,346200,1687,6863,0.03,0.13,8005006863,006863,,,,,,,,,,,,,,,,,0.0
171,3562,42724,670100,1818,6864,0.04,0.03,8005006864,006864,,,,,,,,,,,,,,,,,0.0
172,6457,42334,410500,1310,7101,0.09,0.09,8005007101,007101,,,,,,,,,,,,,,,,,0.0
173,1735,58281,582800,-666666666,7103,0.01,0.03,8005007103,007103,,,,,,,,,,,,,,,,,0.0
174,6419,56115,467700,2300,7106,0.06,0.03,8005007106,007106,,,,,,,,,,,,,,,,,0.0
175,3398,40556,413700,2324,7108,0.1,0.03,8005007108,007108,,,,,,,,,,,,,,,,,0.0
176,2991,53785,444000,2407,7109,0.02,0.01,8005007109,007109,,,,,,,,,,,,,,,,,0.0
177,6147,57582,440300,2313,7110,0.01,0.04,8005007110,007110,,,,,,,,,,,,,,,,,0.0
178,1742,27038,-666666666,1398,7111,0.13,0.2,8005007111,007111,,,,,,,,,,,,,,,,,0.0
179,8104,61060,549500,1948,7112,0.05,0.06,8005007112,007112,,,,,,,,,0.0,12.0,24.0,39.0,51.0,63.0,75.0,85.0,0.0
180,6128,77741,656900,-666666666,7113,0.02,0.02,8005007113,007113,,,,,,,,,,,,,,,,,0.0
181,3616,23984,322600,1123,7201,0.1,0.19,8005007201,007201,,,,,,,,,0.0,12.0,24.0,36.0,48.0,60.0,72.0,82.0,0.0
182,4654,28734,266200,1123,7202,0.11,0.07,8005007202,007202,,,,,,,,,,,,,,,,,0.0
183,2836,33592,323800,1342,7301,0.07,0.12,8005007301,007301,,,,,,,,,,,,,,,,,0.0
184,5289,26496,279500,1065,7302,0.1,0.25,8005007302,007302,,,,,,,,,,,,,,,,,0.0
185,5329,27480,293400,1580,7400,0.05,0.2,8005007400,007400,,,,,,,,,,,,,,,,,0.0
186,2779,28995,312900,1938,7500,0.07,0.25,8005007500,007500,,,,,,,,,,,,,,,,,0.0
187,3355,31103,312200,1551,7600,0.12,0.13,8005007600,007600,,,,,,,,,,,,,,,,,0.0
188,3912,41995,330800,1312,7702,0.02,0.04,8005007702,007702,,,,,,,,,,,,,,,,,0.0
189,5445,31364,366400,1432,7703,0.1,0.11,8005007703,007703,,,,,,,,,,,,,,,,,0.0
190,5301,30109,229100,1437,7704,0.1,0.14,8005007704,007704,,,,,,,,,,,,,,,,,0.0
191,2843,56302,533000,-666666666,15100,0.01,0.05,8005015100,015100,0.0,,,,,,,,,,,,,,,,0.0
192,3929,37663,324800,1309,80000,0.06,0.1,8005080000,080000,,,,,,,,,,,,,,,,,0.0
193,4429,33040,276900,1228,80100,0.07,0.14,8005080100,080100,,,,,,,,,0.0,12.0,24.0,36.0,48.0,60.0,72.0,83.0,0.0
194,6417,40385,421700,1742,80200,0.07,0.08,8005080200,080200,,,,,,,,,,,,,,,,,0.0
195,5653,38116,399900,1589,80300,0.04,0.08,8005080300,080300,,,,,,,,,,,,,,,,,0.0
196,4940,44561,341400,1781,80400,0.09,0.05,8005080400,080400,,,,,,,,,0.0,16.0,28.0,40.0,52.0,64.0,76.0,87.0,0.0
197,3928,38735,337800,1412,80500,0.05,0.14,8005080500,080500,,,,,,,,,,,,,,,,,0.0
198,3489,38172,253100,1532,80600,0.06,0.13,8005080600,080600,,,,,,,,,,,,,,,,,0.0
199,5896,27399,331900,1611,80700,0.08,0.12,8005080700,080700,,,,,,,,,,,,,,,,,0.0
200,3422,27688,267100,1422,80800,0.06,0.09,8005080800,080800,,,,,,,,,,,,,,,,,0.0
201,4492,31285,343700,1992,80900,0.12,0.15,8005080900,080900,,,,,,,,,0.0,12.0,24.0,36.0,48.0,60.0,72.0,83.0,0.0
202,2054,38682,213900,1583,81001,0.0,0.17,8005081001,081001,,,,,,,,,,,,,,,,,0.0
203,3184,32500,312100,1358,81002,0.02,0.13,8005081002,081002,,,,,,,,,0.0,12.0,24.0,36.0,40.0,47.0,59.0,68.0,0.0
204,4176,33528,315000,1485,81101,0.03,0.19,8005081101,081101,,,,,,,,,,,,,,,,,0.0
205,2280,35348,194200,1375,81102,0.02,0.28,8005081102,081102,,,,,,,,,,,,,,,,,0.0
206,5404,30579,238800,1468,81200,0.12,0.11,8005081200,081200,,,,,,,,,,,,,,,,,0.0
207,3123,38857,306300,1513,81300,0.03,0.06,8005081300,081300,,,,,,,,,,,,,,,,,0.0
208,4406,37837,350600,1825,81400,0.02,0.09,8005081400,081400,,,,,,,,,,,,,,,,,0.0
209,2750,33262,242100,1235,81500,0.03,0.07,8005081500,081500,,,,,,,,,,,,,,,,,0.0
210,5174,38639,342900,2327,81600,0.1,0.08,8005081600,081600,,,,,,,,,,,,,,,,,0.0
211,2861,50278,503200,2917,81700,0.06,0.01,8005081700,081700,,,,,,,,,,,,,,,,,0.0
212,5940,25706,295200,1490,81800,0.02,0.2,8005081800,081800,,,,,,,,,,0.0,1.0,4.0,16.0,27.0,27.0,36.0,0.0
213,6570,31493,321200,1038,81900,0.02,0.16,8005081900,081900,,,,,,,,,,,,,,,,,0.0
214,4997,35417,164800,1519,82000,0.08,0.11,8005082000,082000,,,,,,,,,,,,,,,,,0.0
215,6957,37375,361800,1397,82100,0.05,0.17,8005082100,082100,,,,,,,,,,,,,,,,,0.0
216,6841,35764,302100,1359,82200,0.05,0.11,8005082200,082200,,,,,,,,,,,,,,,,,0.0
217,4517,35731,312800,1578,82300,0.07,0.08,8005082300,082300,,,,,,,,,0.0,0.0,12.0,24.0,36.0,48.0,60.0,69.0,0.0
218,4731,30179,337000,1489,82400,0.03,0.17,8005082400,082400,,,,,,,,,0.0,12.0,27.0,51.0,75.0,99.0,123.0,139.0,0.0
219,2413,37804,347600,1929,82500,0.07,0.03,8005082500,082500,,,,,,,,,,,,,,,,,0.0
220,5949,39063,246700,1391,82600,0.03,0.1,8005082600,082600,,,,,,,,,,,,,,,,,0.0
221,4155,41784,327200,2086,82700,0.06,0.11,8005082700,082700,,,,,,,,,,,,,,,,,0.0
222,5177,35862,309300,1728,82800,0.05,0.08,8005082800,082800,,,,,,,,,,,,,,,,,0.0
223,4975,41534,315100,1747,82900,0.03,0.04,8005082900,082900,,,,,,,,,,,,,,,,,0.0
224,3785,52688,444400,2269,83000,0.07,0.03,8005083000,083000,,,,,,,,,,,,,,,,,0.0
225,7125,49204,347200,1978,83100,0.04,0.04,8005083100,083100,,,,,,,,,,,,,,,,,0.0
226,6121,52345,437100,2402,83201,0.01,0.03,8005083201,083201,,,,,,,,,,,,,,,,,0.0
227,3214,48795,417700,2179,83202,0.01,0.03,8005083202,083202,,,,,,,,,,,,,,,,,0.0
228,4786,41470,342500,1941,83300,0.02,0.08,8005083300,083300,,,,,,,,,,,,,,,,,0.0
229,7152,40710,365000,2159,83400,0.02,0.05,8005083400,083400,,,,,,,,,,,,,,,,,0.0
230,6414,36195,375800,1396,83500,0.06,0.14,8005083500,083500,,,,,,,,,,,,,,,,,0.0
231,3895,37051,304100,1659,83600,0.06,0.12,8005083600,083600,,,,,,,,,,,,,,,,,0.0
232,4177,50000,452200,2322,83700,0.06,0.03,8005083700,083700,,,,,,,,,,,,,,,,,0.0
233,3015,38431,323600,1671,83800,0.09,0.03,8005083800,083800,,,,,,,,,,,,,,,,,0.0
234,3039,47601,290400,1698,83900,0.12,0.06,8005083900,083900,,,,,,,,,,,,,,,,,0.0
235,2779,41199,329200,2083,84000,0.1,0.07,8005084000,084000,,,,,,,,,,,,,,,,,0.0
236,4329,41437,336600,1572,84100,0.06,0.12,8005084100,084100,,,,,,,,,,,,,,,,,0.0
237,4203,46134,322100,1772,84200,0.03,0.11,8005084200,084200,,,,,,,,,0.0,12.0,27.0,51.0,73.0,75.0,85.0,106.0,0.0
238,3808,41726,354100,2059,84300,0.04,0.03,8005084300,084300,,,,,,,,,,,,,,,,,0.0
239,3448,45317,323900,1930,84400,0.08,0.1,8005084400,084400,,,,,,,,,,,,,,,,,0.0
240,2838,40472,388600,1625,84500,0.02,0.04,8005084500,084500,,,,,,,,,,,,,,,,,0.0
241,5355,40801,342000,1548,84600,0.03,0.04,8005084600,084600,,,,,,,,,0.0,12.0,24.0,36.0,48.0,60.0,72.0,82.0,0.0
242,4793,39560,336300,2005,84700,0.03,0.06,8005084700,084700,,,,,,,,,,,,,,,,,0.0
243,3631,54338,385300,2243,84800,0.04,0.04,8005084800,084800,,,,,,,,,,,,,,,,,0.0
244,3339,64882,583600,2278,84900,0.01,0.02,8005084900,084900,,,,,,,,,,,,,,,,,0.0
245,2595,62792,741700,1463,85000,0.05,0.1,8005085000,085000,,,,,,,,,,,,,,,,,0.0
246,6580,79289,608100,2489,85100,0.02,0.02,8005085100,085100,,,,,,,,,,,,,,,,,0.0
247,3319,55139,595400,1688,85200,0.02,0.0,8005085200,085200,,,,,,,,,,,,,,,,,0.0
248,2487,62989,583000,1821,85300,0.03,0.02,8005085300,085300,,,,,,,,,,,,,,,,,0.0
249,4836,51817,442500,2517,85400,0.02,0.01,8005085400,085400,,,,,,,,,,,,,,,,,0.0
250,5548,50500,455400,2571,85500,0.04,0.0,8005085500,085500,,,,,,,,,,,,,,,,,0.0
251,3576,62264,501500,2833,85600,0.02,0.01,8005085600,085600,,,,,,,,,,,,,,,,,0.0
252,4842,37248,276000,1693,85700,0.11,0.08,8005085700,085700,,,,,,,,,,,,,,,,,0.0
253,1670,50948,380800,2317,85800,0.04,0.03,8005085800,085800,,,,,,,,,,,,,,,,,0.0
254,7938,54838,467400,2658,85900,0.04,0.04,8005085900,085900,,,,,,,,,,0.0,,3.0,15.0,27.0,39.0,50.0,0.0
255,4599,55098,447500,-666666666,86001,0.0,0.05,8005086001,086001,,,,,,,,,,,,,,,,,0.0
256,4078,43032,363300,2082,86002,0.01,0.08,8005086002,086002,,,,,,,,,,,,,,,,,0.0
257,4940,50875,417400,1991,86100,0.02,0.02,8005086100,086100,,,,,,,,,,,,,,,,,0.0
258,6501,53420,422500,2232,86200,0.02,0.02,8005086200,086200,,,,,,,,,,,,,,,,,0.0
259,4950,41062,439900,1769,86300,0.03,0.08,8005086300,086300,,,,,,,,,,,,,,,,,0.0
260,1967,65521,997300,3281,86400,0.03,0.02,8005086400,086400,,,,,,,,,,,,,,,,,0.0
261,5051,40293,486900,1659,86500,0.05,0.04,8005086500,086500,,,,,,,,,,,,,,,,,0.0
262,6415,47218,555200,1817,86600,0.01,0.02,8005086600,086600,,,,,,,,,,,,,,,,,0.0
263,6595,75391,656900,-666666666,86700,0.03,0.02,8005086700,086700,,,,,,,,,,,,,,,,,0.0
264,3274,42592,270400,1415,86801,0.07,0.1,8005086801,086801,,,,,,,,,,,,,,,,,0.0
265,3359,40221,360800,1598,86802,0.05,0.07,8005086802,086802,,,,,,,,,,,,,,,,,0.0
266,3163,40913,259800,1570,86900,0.02,0.15,8005086900,086900,0.0,12.0,24.0,36.0,48.0,60.0,72.0,76.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,76.0,152.0
267,4701,38167,326100,1608,87000,0.04,0.11,8005087000,087000,,,,,,,,,,,,,,,,,0.0
268,2404,34131,233200,1439,87100,0.07,0.08,8005087100,087100,,,,,,,,,0.0,2.0,3.0,12.0,12.0,24.0,36.0,47.0,0.0
269,3988,43958,696300,1686,87200,0.04,0.09,8005087200,087200,,,,,,,,,,,,,,,,,0.0
270,5546,37852,278600,1536,87301,0.02,0.05,8005087301,087301,,,,,,,,,,,,,,,,,0.0
271,2393,34763,-666666666,1760,87302,0.01,0.11,8005087302,087302,0.0,12.0,24.0,36.0,48.0,53.0,56.0,67.0,,,,,,,0.0,12.0,79.0
272,26,-666666666,-666666666,-666666666,980000,0.0,0.0,8005980000,980000,,,,,,,,,0.0,12.0,24.0,36.0,48.0,60.0,72.0,83.0,0.0
273,1450,31372,283300,1075,940400,0.1,0.12,8007940400,940400,,,,,,,,,,,,,,,,8.0,0.0
274,1696,41228,295800,-666666666,974201,0.02,0.03,8007974201,974201,,,,,,,,,,,,,,,,,0.0
275,4165,26446,325600,1224,974202,0.04,0.05,8007974202,974202,0.0,12.0,17.0,20.0,32.0,44.0,56.0,66.0,0.0,12.0,17.0,20.0,32.0,44.0,56.0,66.0,132.0
276,3492,24206,436200,1019,974300,0.04,0.09,8007974300,974300,,,,,,,,,,,,3.0,15.0,27.0,39.0,51.0,0.0
277,2464,26279,480200,915,974400,0.06,0.21,8007974400,974400,0.0,12.0,24.0,36.0,48.0,60.0,61.0,,0.0,12.0,33.0,69.0,105.0,153.0,190.0,235.0,296.0
278,1629,23333,106500,288,964600,0.02,0.2,8009964600,964600,,,,,,,,2.0,,,,,,,,8.0,10.0
279,1890,26860,121300,428,964700,0.03,0.2,8009964700,964700,,,,,,,,,,,,,,,,,0.0
280,2140,22005,46300,957,966701,0.03,0.09,8011966701,966701,,,,,,,4.0,8.0,,,,,,2.0,22.0,47.0,55.0
281,3721,23438,93400,677,966702,0.06,0.23,8011966702,966702,,,,,,,,,,,,,,4.0,18.0,35.0,0.0
282,4726,70608,1636400,2161,12101,0.06,0.04,8013012101,012101,,,,,,,,,,,,,,,,,0.0
283,3505,56324,906300,1882,12103,0.03,0.05,8013012103,012103,,,,,,,,,,,,,,,,,0.0
284,2302,71625,1112800,-666666666,12104,0.03,0.08,8013012104,012104,,,,,,,,,,,,,,,,,0.0
285,6109,48614,676800,1918,12105,0.05,0.07,8013012105,012105,,,,,,,,,,,,,,,,,0.0
286,2573,53938,949200,1335,12106,0.02,0.12,8013012106,012106,,,,,,,,,,,,,,,,,0.0
287,4340,39545,700500,1583,12107,0.02,0.13,8013012107,012107,0.0,,,,,,,,,,,,,9.0,21.0,28.0,28.0
288,3678,27133,1736400,1692,12201,0.05,0.26,8013012201,012201,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,,,,3.0,19.0,43.0,67.0,91.0,175.0
289,4167,25940,1116100,1848,12204,0.05,0.35,8013012204,012204,18.0,70.0,118.0,166.0,212.0,237.0,264.0,303.0,18.0,90.0,162.0,231.0,297.0,346.0,397.0,460.0,763.0
290,3724,25379,655800,1586,12205,0.02,0.28,8013012205,012205,,,,,,,,,,,,,,,,,0.0
291,3305,16502,577900,1451,12206,0.06,0.42,8013012206,012206,17.0,53.0,89.0,125.0,154.0,178.0,202.0,226.0,17.0,53.0,89.0,125.0,154.0,178.0,205.0,239.0,465.0
292,4778,38768,259500,1465,12207,0.02,0.24,8013012207,012207,0.0,12.0,24.0,36.0,48.0,60.0,72.0,74.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,74.0,148.0
293,1998,65147,593500,2150,12208,0.02,0.13,8013012208,012208,14.0,67.0,133.0,211.0,258.0,296.0,335.0,359.0,14.0,67.0,133.0,214.0,273.0,328.0,391.0,438.0,797.0
294,6744,4670,360000,1380,12300,0.14,0.06,8013012300,012300,,,,,,,,,,,,,,,,,0.0
295,6528,8125,1213700,1950,12401,0.06,0.52,8013012401,012401,,,,,,,,,,,,,,,,,0.0
296,2495,43938,641100,1661,12501,0.08,0.06,8013012501,012501,10.0,22.0,34.0,46.0,58.0,70.0,82.0,94.0,10.0,22.0,34.0,46.0,58.0,70.0,82.0,95.0,189.0
297,3996,83926,1170000,2360,12505,0.03,0.05,8013012505,012505,,,,,,,,,,,,,,,,,0.0
298,3879,27841,666100,1758,12507,0.07,0.25,8013012507,012507,,,,,,,,,,,,,,,,,0.0
299,2496,45169,620000,1874,12508,0.06,0.16,8013012508,012508,,,,,,,,,,,,,,,,,0.0
300,3378,68521,864400,2402,12509,0.05,0.06,8013012509,012509,,,,,,,,,,,,,,,,,0.0
301,3729,74638,748300,2264,12510,0.03,0.05,8013012510,012510,,,,,,,,,,,,,,,,,0.0
302,6261,12411,604900,1774,12511,0.07,0.09,8013012511,012511,,,,,,,,,,,,,,,,,0.0
303,3350,57161,830100,2166,12603,0.03,0.07,8013012603,012603,10.0,34.0,58.0,82.0,106.0,130.0,144.0,148.0,0.0,12.0,27.0,51.0,66.0,86.0,105.0,118.0,266.0
304,1864,10911,417400,1704,12605,0.06,0.48,8013012605,012605,,,,,,,,,,,,,,,,,0.0
